miRNA,SRR5127209,DRR041368,SRR5755916,SRR5755923,DRR041467,SRR7062776,SRR7062777,SRR7062778,SRR7062779,SRR7062780,SRR7062781,SRR1664893,SRR1664894,SRR1664895,SRR1664896,SRR5755902,SRR5755909,SRR5756067,SRR1044598,SRR1664897,SRR5756074,SRR5756081,DRR041517,DRR041536,DRR041511,SRR5756000,SRR5756007,SRR5756088,SRR5756102,SRR5127232,SRR5128192,SRR5128189,DRR041575,SRR5127234,DRR041493,DRR041447,SRR1988299,SRR1988300,SRR1988301,SRR1988302,SRR1988303,SRR1988304,SRR1988305,SRR1988306,SRR3199257,SRR3199258,SRR3199259,SRR3199260,SRR3199261,SRR3199262,SRR1988291,SRR1988292,SRR1988293,SRR1988294,SRR1988295,SRR1988296,SRR1988297,SRR1988298,DRR041473,SRR5756109,DRR041355,DRR041527,SRR5833905,SRR5833903,SRR5833902,SRR5833904,SRR5127214,SRR7545527,SRR7545529,SRR6283108,SRR6283109,SRR8478257,SRR5755825,SRR5256882,SRR5256883,SRR8478258,SRR8478259,SRR5755895,DRR041534,SRR5755958,SRR5755972,SRR5755986,SRR7545528,SRR5128191,SRR5128194,SRR5128190,SRR5128193,SRR5755930,SRR5755937,SRR5755944,SRR5755951,DRR041554,DRR041487,SRR5256874,SRR5256875,SRR5256876,SRR5256878,SRR5256879,SRR5256880,SRR5256881,SRR5755860,SRR5755965,SRR5755979,SRR5755993,SRR3199254,SRR3199255,SRR3199256,SRR5756060,SRR5756095,SRR3996364,SRR3996365,SRR3996366,SRR3996367,SRR3996368,SRR3996369,DRR041393,DRR041422,DRR041436,DRR041443,DRR041450,DRR041470,DRR041504,DRR041530,DRR041578,DRR041592,DRR041616,DRR041620,SRR1777161,SRR1777162,SRR1777163,SRR1777164,SRR1777165,SRR1777166,SRR1777167,SRR1777168,SRR1777169
hsa-miR-1296-5p,12875,162,0,0,90,470,911,1040,606,530,973,7,4,20,0,0,0,0,0,11,0,0,71,35,81,0,0,0,0,16,2367,1982,22,8858,101,64,949,1468,1449,1488,1154,542,926,601,727,1419,601,1867,417,532,904,877,1037,907,238,272,323,325,143,0,70,110,1381,1171,1993,1796,412,5,17,273,521,543,0,51,184,576,563,0,30,0,0,0,25,1738,2860,2166,2999,0,0,0,0,25,65,136,1009,346,1753,690,243,83,0,0,0,0,700,556,420,0,0,82,43,99,71,38,14,111,390,36,63,110,113,101,72,48,7,59,49,927,338,605,683,204,503,228,694,939
hsa-miR-1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1298-3p,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,0,0,17,21,21,16,0,7,0,0,7,21,9,162,18,41,251,291,273,234,42,47,44,58,0,0,0,0,108,0,85,375,0,0,0,442,289,0,0,0,0,794,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,110,88,0,12,2,0,142
hsa-miR-1298-5p,7673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,11,0,17342,0,0,152,256,157,254,42,25,63,45,99,356,297,8028,312,497,4065,4872,4732,4042,632,705,664,789,0,0,0,0,1981,120,1838,26875,0,0,0,14445,6230,691,0,0,0,25665,62372,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,5649,185,701,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1144,7301,17953,9502,70,541,172,684,5352
hsa-miR-1299,0,4,0,0,0,0,0,0,0,0,0,19,10,371,14,0,0,0,0,28,0,0,0,0,0,0,0,0,0,207,117,0,0,0,21,0,41,58,66,64,41,27,33,26,0,0,0,0,0,0,28,24,18,28,0,13,17,0,3,0,0,0,128,132,149,148,0,5,7,605,153,89,0,0,0,43,101,0,0,0,0,0,7,108,67,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,9,4,16,7,6,15,22,4,0,0,0,0,0,11,5,16,0,2,0,0,67,65,0,27,238,186,304
hsa-miR-1301-3p,3619,12,0,0,78,141,311,385,211,200,284,40,28,82,9,0,0,0,0,65,0,0,42,55,15,0,2,0,2,85,3111,4108,30,7806,41,30,92,96,86,104,131,93,140,45,342,425,548,845,235,283,30,26,28,22,47,62,60,80,17,0,22,50,455,329,411,328,185,57,82,1766,293,695,2,6,34,312,280,0,23,0,2,5,42,2643,4453,4233,4296,0,0,0,0,12,34,7,89,35,206,62,25,11,0,0,0,2,232,258,318,0,0,71,47,55,71,37,34,47,140,34,38,47,142,59,58,48,19,157,114,2447,594,1099,2127,680,1346,888,2645,1120
hsa-miR-1301-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1302-3p,96,0,0,0,0,3,2,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,78,0,0,0,10,0,0,6,0,0,0,5,6,12,45,9,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,9,11,10,7,6,15,47
hsa-miR-1302-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1303-3p,66,12,0,2,4,4,8,17,7,5,14,20,35,44,12,0,0,0,0,39,2,0,5,0,20,0,0,0,0,132,184,594,0,48,4,0,23,52,35,48,48,23,36,22,15,0,6,7,15,12,27,37,39,34,56,52,52,84,4,0,0,14,68,0,82,105,123,31,17,102,16,291,3,0,3,65,134,0,0,0,2,2,34,300,81,472,190,0,0,0,0,3,22,0,19,5,34,20,7,2,0,0,0,3,19,17,17,0,0,34,27,46,40,21,22,5,18,4,9,6,14,2,0,6,0,0,2,268,78,210,269,85,176,35,153,158
hsa-miR-1303-5p,35,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,0,0,0,4,0,0,0,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,9,0,4,0,0,4,0,3,0,0,4,0,3,0,0,0,6,0,0,4,0,0,0,4,0,0,0,0,0,0,0,6
hsa-miR-1304-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,955,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,210,130,176,96,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,608,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,172,0,0,0,0,0,0,0,0
hsa-miR-1304-5p,0,0,0,0,0,3,2,9,0,3,0,13,5,17,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,28,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,3,0,0,0,0,19,0,0,0,0,0,23,0,0,14,55,40,25,0,17,0,0,0,35,34,0,0,0,0,0,38,11,33,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,13,8,0,0,0,0,5,0,0,0,0,5,0,2,0,3,0,0,0,0,0,0,37,14,0,8,13,13,4,31,33
hsa-miR-1305-3p,273,0,0,0,5,151,293,351,200,189,360,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,7,0,5,294,7,4,28,51,40,59,48,22,61,0,33,52,22,114,0,4,34,57,30,32,36,41,36,60,8,0,4,0,34,0,0,34,120,0,0,0,0,0,0,0,0,15,43,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,8,0,10,8,71,13,0,0,0,0,0,0,28,12,14,0,0,8,4,20,11,6,14,0,11,0,4,4,3,0,2,0,0,0,0,10,4,0,2,6,13,2,16,15
hsa-miR-1305-5p,35,0,0,0,2,29,44,54,35,34,55,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,38,3,0,3,8,0,0,3,2,0,0,0,11,0,8,0,0,3,5,2,2,0,4,4,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,2,2,2,7,0,0,0,4,0,2,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,6,24
hsa-miR-1306-3p,132,0,0,0,0,26,46,60,37,33,48,28,51,75,9,0,0,0,0,36,0,0,0,0,0,2,0,0,2,89,115,42,0,115,0,0,13,31,38,40,49,25,37,0,21,0,21,42,21,16,25,36,33,41,12,17,13,0,0,0,0,0,0,55,71,65,13,28,38,240,59,0,0,0,8,0,0,0,0,0,0,2,23,60,158,83,129,2,0,0,0,3,0,0,49,34,99,48,0,0,0,0,0,2,0,0,30,0,0,0,6,11,7,3,3,2,8,0,0,0,4,3,0,0,0,0,0,627,205,234,238,147,381,154,607,692
hsa-miR-1306-5p,371,5,0,3,13,32,55,89,57,46,68,86,79,166,22,0,0,0,0,63,7,6,6,4,5,8,4,0,5,70,392,282,4,293,5,0,110,129,90,180,165,74,157,88,21,30,16,72,14,15,132,102,152,112,28,39,34,54,7,0,0,5,90,86,109,138,56,125,94,283,226,63,0,10,9,273,207,0,5,0,0,7,126,296,452,327,632,0,0,0,0,3,7,0,41,22,54,32,17,0,0,0,0,9,58,52,77,0,7,0,0,0,0,0,0,14,29,0,10,8,23,12,0,5,4,5,6,269,115,145,249,95,156,116,227,421
hsa-miR-1307-3p,6716,308,4,0,178,733,1289,1515,904,765,1408,648,749,2011,88,6,12,4,0,1411,16,4,119,141,143,11,4,0,10,973,12915,13447,129,10449,127,74,1411,1830,1980,1877,1834,1061,1594,946,242,302,358,535,127,126,1385,1366,1575,1489,985,958,1089,1280,151,4,47,160,2356,2142,2801,3395,1941,44,49,16996,3309,5732,18,241,662,4504,5820,0,159,0,4,26,40,9198,23528,16749,11829,4,4,2,4,80,111,318,2391,973,4668,1833,641,199,10,0,20,16,960,703,542,0,11,113,160,309,276,136,140,232,284,61,98,113,206,96,170,209,76,152,166,29703,8289,15348,20276,9171,14942,9770,24977,23720
hsa-miR-1307-5p,52609,348,9,5,920,2707,6155,6930,4316,3375,6926,274,464,561,11,9,18,5,24,408,12,7,412,379,460,31,39,3,5,1707,262,149,1074,45066,498,216,641,882,557,541,565,473,399,250,162,414,179,895,264,157,297,469,299,315,491,586,842,1340,343,0,183,392,692,518,876,406,6145,28,16,110,89,185,79,15,17,494,711,0,343,4,4,33,19,72,425,178,196,7,3,3,0,1364,709,18,88,41,81,74,21,7,13,0,36,32,235,148,376,2,7,743,560,1044,937,1312,1437,404,431,92,166,260,170,93,892,1422,1102,228,691,526,170,127,136,207,235,172,404,601
hsa-miR-130a-3p,138317,2699,136,65,1325,22063,46180,53850,30597,28559,47064,7915,11975,14252,2544,156,138,95,581,13477,369,257,2016,2837,1696,558,459,91,303,52401,602,233,1936,111573,2402,1485,20977,34937,34243,32995,27515,16300,21057,13182,1270,3172,1774,6698,2013,1473,15755,17678,20892,17299,6194,6345,7511,8507,2274,164,629,1310,1738,1797,1723,2333,20190,3042,2449,1388,1117,416,695,2475,8006,573,1102,75,2439,138,81,602,2142,198,1270,254,736,266,100,76,112,1177,2170,3645,30418,10832,41286,26310,9769,3441,72,58,458,436,1069,1300,381,98,341,3678,3177,3891,3828,5650,3628,823,8034,637,1444,2614,3851,2076,3306,2774,662,3617,1439,1638,601,678,673,375,1085,443,1075,2031
hsa-miR-130a-5p,141,3,0,0,7,90,140,124,78,56,107,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,21,15,3,88,3,2,24,57,59,36,42,21,41,19,19,45,17,52,14,13,19,23,25,19,17,18,14,22,6,0,0,3,107,90,111,165,21,0,0,8,57,68,0,0,6,123,148,0,3,0,0,0,0,9,63,20,43,0,0,0,0,5,6,0,19,3,63,10,5,0,0,0,0,0,53,46,12,0,0,0,0,3,2,0,0,0,19,0,4,3,6,3,0,2,0,2,3,159,66,47,63,34,68,36,152,147
hsa-miR-130b-3p,63411,1110,59,20,450,10630,22438,26954,15897,13450,23440,3367,4287,7637,1216,36,56,49,173,5058,182,95,138,239,459,180,110,38,90,9900,389,278,757,29604,261,91,15306,23926,22694,23587,21184,12826,16572,11823,1947,3013,1852,4870,1295,740,14579,16522,19681,16511,2242,2545,2803,3633,232,69,94,482,722,831,720,1206,5766,667,512,1979,1256,281,243,789,2261,242,386,18,1132,35,28,199,417,192,1146,314,703,65,33,33,22,355,484,1314,10798,4102,13380,8940,3651,1157,19,21,177,132,346,558,784,31,122,5317,4095,6677,5312,3938,3304,99,2826,397,811,784,1934,438,232,201,159,807,232,864,307,142,197,255,611,256,550,1175
hsa-miR-130b-5p,24860,234,4,3,172,2460,4664,5706,3376,3278,5379,139,86,392,9,9,7,0,0,185,9,5,56,71,197,15,13,3,0,219,11743,8742,208,14685,68,22,4528,7723,7060,8454,6707,3916,5472,5301,4324,5021,2549,5030,2271,2305,5968,5607,5396,5856,807,724,961,1181,76,5,8,130,2070,2067,3356,6981,1252,93,116,57224,13360,622,11,53,246,760,761,0,262,0,0,12,131,5921,25279,10732,6984,7,3,3,0,183,154,173,1502,548,1232,1299,408,151,2,0,7,16,1317,2246,945,2,6,425,201,412,226,129,94,51,1276,439,407,368,968,179,72,55,38,281,87,46888,11596,7326,7142,18380,27879,10703,40609,47691
hsa-miR-132-3p,21477,201,0,0,319,2123,4483,4826,2981,2238,3945,94,95,162,28,0,0,0,0,90,7,3,294,184,170,3,0,0,7,67,5300,2622,92,21424,297,331,487,688,641,609,755,416,621,428,445,515,1220,1628,782,858,314,366,403,329,437,315,419,457,313,4,115,128,757,798,996,637,1606,29,33,923,685,987,8,156,570,513,783,4,42,0,0,5,29,1107,5049,1620,3424,0,8,0,3,61,128,233,1730,670,3736,1557,562,212,6,0,7,10,800,79,189,2,0,51,43,80,48,122,128,333,239,58,92,122,91,73,187,118,37,71,246,2703,979,550,1509,647,1507,1118,2825,2349
hsa-miR-132-5p,3324,16,0,0,40,299,621,658,413,328,573,4,4,17,0,0,0,0,0,10,0,0,54,51,22,0,0,0,0,11,3152,1741,27,4019,40,47,57,97,120,111,133,47,161,111,113,350,277,925,346,365,70,70,64,66,46,42,48,54,27,0,15,12,364,366,407,272,200,4,12,135,78,962,0,0,0,148,212,0,9,0,0,0,13,619,3100,1068,957,0,0,0,0,26,23,14,84,45,0,181,23,0,0,0,0,0,340,31,100,0,0,14,19,27,27,55,34,34,33,5,16,21,15,5,60,43,21,24,46,2606,628,377,1353,522,1529,801,2172,1742
hsa-miR-1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1322,18,3,0,0,0,0,6,17,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,24,40,27,29,27,20,23,15,4,4,4,4,0,0,16,18,19,19,5,7,8,14,0,0,0,0,0,0,23,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,14,4,5,6,2,5,4,12,15
hsa-miR-1323,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,15,0,0,8,0,0,4,8,0,0,9,0,0,6,80,72,74,111,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,6,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,20,5,41,12,0,3,0,0,0,0,283,39,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
hsa-miR-1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-133a-3p/133b,1223,0,0,0,0,0,6,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,4,13,10,0,9279,5,2,56,82,92,79,140,84,124,58,18,115,60,193,1227,899,107,98,124,88,110,161,147,227,2,9,0,0,9591,8320,15822,5647,243,10,0,7,10,337,0,31,82,180,255,0,0,0,0,0,0,11,80,24,173,0,0,0,0,0,2,67,390,135,483,249,111,38,0,0,0,0,24,309,197,0,0,9,3,7,3,28,24,0,3,0,0,4,5,862,5,0,0,0,0,47,31,46,88,77,47,58,228,63
hsa-miR-133a-5p,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,6,0,7,0,0,11,0,16,14,11,3,0,0,0,0,0,0,0,0,0,0,0,323,324,895,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,12,4
hsa-miR-134-3p,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,5,14,6,4,0,0,0,3,9,0,0,0,0,0,4,0,0,0,5,0,5,0,10,13,17,16,3,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,41,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,4,7,6,3,4,0,2,9,0,2,3,0,4,0,8,0,4,5,4,0,9,25,23,12,4,38,87
hsa-miR-134-5p,65,237,0,0,206,2,0,8,3,7,9,0,0,0,0,0,0,0,0,0,0,0,109,155,113,0,0,0,0,0,255,24,236,419,177,119,35,67,64,69,68,30,55,44,25,41,42,59,0,6,81,91,105,89,468,416,540,480,133,0,77,175,104,144,107,112,4496,0,0,971,201,158,0,0,0,0,0,0,199,0,0,0,0,9,364,17,7282,0,0,0,0,131,161,0,0,0,916,0,0,25,0,0,0,0,2067,13,15,0,0,593,388,654,488,493,516,119,557,71,88,160,267,143,148,130,64,165,320,1186,118,4430,10143,9790,4644,2823,18149,34897
hsa-miR-1343-3p,569,0,0,0,10,13,21,38,21,16,34,0,0,8,0,0,0,0,0,10,0,0,3,3,10,0,0,0,0,7,145,71,6,442,7,3,46,44,55,86,58,22,47,43,35,47,24,74,33,23,47,36,52,69,0,39,49,51,15,0,2,15,34,61,76,54,20,6,6,123,41,75,0,6,28,0,0,0,4,0,0,0,4,85,216,100,121,0,0,0,0,6,3,6,52,31,206,41,19,5,0,0,0,0,51,34,57,0,0,6,0,3,0,0,4,16,17,4,7,15,9,5,6,12,3,12,11,140,27,31,70,38,71,37,95,63
hsa-miR-1343-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,8
hsa-miR-135a-2-3p,1816,0,0,0,0,72,132,118,89,89,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,1420,0,22233,0,0,374,563,647,635,825,460,634,372,3498,1878,3384,7334,567,750,664,656,827,675,100,95,127,193,0,0,0,0,712,617,1052,1161,18,0,0,460,381,999,0,43,173,177,404,0,0,0,0,0,0,821,2121,1955,2252,0,0,0,0,0,0,110,810,236,822,578,254,75,0,0,0,0,131,201,38,0,0,0,0,0,0,0,9,0,4,0,0,8,0,0,0,0,0,0,0,2896,1407,859,360,1207,1421,1369,4631,3364
hsa-miR-135a-3p,3491,0,0,0,0,216,454,468,307,259,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,900,0,4056,0,0,173,231,240,256,393,174,304,178,1809,1805,1643,2180,56,37,217,287,275,209,0,9,18,13,0,0,0,0,529,600,630,788,14,0,0,3305,779,159,0,188,634,117,168,0,0,0,0,0,0,782,1518,1223,2641,0,0,0,0,0,0,278,2012,755,3586,1487,645,252,0,0,0,0,0,45,6,0,0,3,3,4,4,73,78,0,0,4,0,0,0,0,0,0,0,0,0,6189,1897,1345,1034,1306,3733,1740,4618,8422
hsa-miR-135a-5p,20003,0,0,0,0,3313,7526,9456,4809,4321,6962,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,7115,2320,0,134539,0,0,488,1162,834,788,1094,426,735,290,8952,15813,26549,94576,15357,14721,960,1264,1096,835,167,196,222,339,0,0,0,0,9926,9525,13908,9057,128,14,11,2718,665,8935,0,5,22,1858,7473,0,0,0,0,2,15,1559,6307,1754,3512,0,0,0,0,0,0,16,127,31,174,95,31,16,0,0,0,0,621,1224,883,0,0,7,13,14,9,159,101,0,24,4,0,19,4,0,0,0,0,0,0,21633,12536,5730,4595,10061,12119,14621,26939,34324
hsa-miR-135b-3p,1264,0,0,0,2,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,122,30,0,1348,0,0,41,56,59,54,80,49,62,29,171,261,204,1153,308,250,338,361,422,355,82,104,130,139,0,0,0,0,57,92,260,283,152,0,0,239,287,524,0,21,125,0,225,0,0,0,0,0,0,29,48,35,205,0,0,0,0,0,5,46,409,118,710,286,137,54,0,0,0,0,86,96,12,0,0,35,22,61,37,51,40,0,9,7,11,4,23,0,0,0,0,3,0,401,260,107,88,59,379,164,413,480
hsa-miR-135b-5p,11822,0,0,0,0,56,148,179,83,64,108,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,827,209,6,7211,0,0,52,156,91,100,142,55,82,31,931,1892,1751,13015,5224,4175,681,854,795,643,147,234,208,290,0,0,0,2,443,803,2820,1808,987,0,0,4702,1139,6384,0,5,24,752,2785,0,0,0,0,0,0,163,267,121,1330,0,0,0,0,3,9,24,135,39,228,90,34,19,0,0,0,0,465,470,95,0,0,124,125,126,143,188,163,0,47,13,40,13,77,3,0,0,0,4,0,4364,2936,926,1067,595,3791,2153,3066,7851
hsa-miR-136-3p,162,1046,0,0,1993,0,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,1858,670,1091,0,0,0,0,10,22,0,971,1781,1896,1419,11,48,25,21,37,18,20,26,54,107,74,160,9,7,51,70,41,66,873,1086,1705,1326,1868,0,433,701,130,141,153,96,28226,0,0,13,7,94,0,0,4,0,0,0,354,0,0,0,0,0,9,0,83,0,0,0,0,651,1631,2,13,10,52,11,8,0,0,0,0,0,13458,94,176,0,0,2992,2617,4537,3551,5348,5982,397,3052,144,573,705,1420,1105,1052,846,283,450,764,134,6,328,996,4115,774,438,2319,11167
hsa-miR-136-5p,28,47,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,429,90,0,0,0,0,3,13,0,625,347,340,231,0,8,0,9,0,4,0,0,0,21,11,30,0,0,9,10,0,9,191,223,308,285,252,0,27,67,0,0,0,0,3790,0,0,0,0,148,0,0,0,0,0,0,232,0,0,0,0,0,0,0,59,0,0,0,0,481,152,0,9,8,0,0,0,0,0,0,0,0,1122,0,13,0,0,254,206,322,237,445,443,45,236,15,45,60,102,36,880,675,145,173,196,155,0,598,1360,2162,1222,419,2809,7428
hsa-miR-137-3p,8040,0,0,0,69,515,1166,1176,705,584,1038,0,0,0,0,0,0,0,0,0,0,0,103,10,31,0,0,0,0,0,64,5,6,11094,114,69,15,27,20,23,42,15,29,14,56,470,427,3934,309,280,0,5,6,0,8,10,13,9,86,0,30,62,270,1114,1569,972,549,0,0,76,168,157,0,11,14,55,98,0,2,0,0,0,0,2,22,4,44,0,0,0,0,3,46,12,85,42,139,66,27,4,0,0,0,0,19,89,78,0,0,16,6,18,20,35,33,6,16,2,7,4,24,7,22,18,4,0,11,292,90,51,91,167,166,214,262,520
hsa-miR-137-5p,154,0,0,0,3,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,233,0,0,9,10,25,18,32,6,18,14,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,19,54,35,16,0,0,92,13,0,0,8,57,0,0,0,0,0,0,0,0,0,9,4,25,0,0,0,0,0,0,11,96,39,364,77,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,4,0,0,0,0,11,5,9,13,13,13,13,16,22
